<before>	287 223 349 317 178 170 401 185 283 255 323 242 381 302 354 94 204 397 93 413 3 281 37 95 58 395 47 361 103 393 42 358 342 327 237 415 216 31 427 319 1 365 152 200 89 45 188 68 142 312 143 225 44 62 367 338 201 261 260 414 266 438 114 340 84 228 134 171 215 41 391 325 210 396 169 245 18 10 273 87 4 50 398 339 337 440 428 241 236 57 406 309 72 8 144 64 353 138 181 46 195 336 126 290 67 356 146 157 135 231 362 407 403 70 264 366 98 19 123 270 121 374 297 233 392 219 196 435 69 385 90 5 268 179 372 111 163 421 137 295 150 132 15 211 154 43 49 249 217 20 310 116 56 140 422 232 59 269 109 285 375 364 16 148 298 74 274 296 26 187 333 318 250 102 158 81 227 262 112 286 85 105 115 6 256 38 164 78 436 190 437 341 35 314 76 313 328 177 373 25 191 400 359 382 331 213 351 33 234 88 202 77 13 322 244 128 292 40 36 147 136 120 412 106 370 63 51 402 117 303 11 214 418 24 243 159 124 21 277 79 330 332 66 410 97 263 176 307 226 149 352 350 254 86 441 28 386 304 377 300 209 432 334 30 378 80 279 139 420 326 246 308 92 424 434 145 113 60 384 39 104 276 238 218 320 311 417 207 162 430 284 160 289 9 183 360 275 52 383 99 442 167 55 129 443 278 425 14 203 394 357 371 73 379 130 229 222 32 423 306 141 343 235 257 61 23 252 409 247 127 248 315 388 180 419 110 416 34 186 387 100 346 251 82 205 12 155 75 165 54 221 316 369 305 7 125 220 189 408 347 194 53 27 212 122 291 184 293 344 329 405 288 101 173 411 83 431 280 166 368 380 399 17 253 390 91 175 258 108 96 389 259 208 156 199 404 282 197 151 131 376 426 161 182 439 22 206 118 294 29 172 119 198 48 239 224 230 433 299 240 265 71 321 301 174 348 193 133 271 65 324 2 192 363 272 335 267 345 168 153 107 355 429 
debug:Remaining 2opt times:	9702
debug:After 2opt Total Distance:	5770
debug:Remaining 2opt times:	9701
debug:After 2opt Total Distance:	5770
debug:Remaining 2opt times:	9700
debug:After 2opt Total Distance:	5770
debug:Remaining 2opt times:	9699
debug:After 2opt Total Distance:	5770
debug:Remaining 2opt times:	9698
debug:After 2opt Total Distance:	5767
debug:Remaining 2opt times:	9697
debug:After 2opt Total Distance:	5767
debug:Remaining 2opt times:	9696
debug:After 2opt Total Distance:	5767
debug:Remaining 2opt times:	9695
debug:After 2opt Total Distance:	5767
debug:Remaining 2opt times:	9694
debug:After 2opt Total Distance:	5765
debug:Remaining 2opt times:	9693
debug:After 2opt Total Distance:	5758
debug:Remaining 2opt times:	9692
debug:After 2opt Total Distance:	5758
debug:Remaining 2opt times:	9691
debug:After 2opt Total Distance:	5758
debug:Remaining 2opt times:	9690
debug:After 2opt Total Distance:	5758
debug:Remaining 2opt times:	9689
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9688
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9687
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9686
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9685
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9684
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9683
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9682
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9681
debug:After 2opt Total Distance:	5757
debug:Remaining 2opt times:	9680
debug:After 2opt Total Distance:	5755
debug:Remaining 2opt times:	9679
debug:After 2opt Total Distance:	5755
debug:Remaining 2opt times:	9678
debug:After 2opt Total Distance:	5755
debug:Remaining 2opt times:	9677
debug:After 2opt Total Distance:	5755
debug:Remaining 2opt times:	9676
debug:After 2opt Total Distance:	5755
debug:Remaining 2opt times:	9675
debug:After 2opt Total Distance:	5755
debug:Remaining 2opt times:	9674
debug:After 2opt Total Distance:	5748
debug:Remaining 2opt times:	9673
debug:After 2opt Total Distance:	5745
debug:Remaining 2opt times:	9672
debug:After 2opt Total Distance:	5745
debug:Remaining 2opt times:	9671
debug:After 2opt Total Distance:	5745
debug:Remaining 2opt times:	9670
debug:After 2opt Total Distance:	5745
debug:Remaining 2opt times:	9669
debug:After 2opt Total Distance:	5745
debug:Remaining 2opt times:	9668
debug:After 2opt Total Distance:	5745
debug:Remaining 2opt times:	9667
debug:After 2opt Total Distance:	5743
debug:Remaining 2opt times:	9666
debug:After 2opt Total Distance:	5743
debug:Remaining 2opt times:	9665
debug:After 2opt Total Distance:	5743
debug:Remaining 2opt times:	9664
debug:After 2opt Total Distance:	5743
debug:Remaining 2opt times:	9663
debug:After 2opt Total Distance:	5743
debug:Remaining 2opt times:	9662
debug:After 2opt Total Distance:	5743
debug:Remaining 2opt times:	9661
debug:After 2opt Total Distance:	5739
debug:Remaining 2opt times:	9660
debug:After 2opt Total Distance:	5736
debug:Remaining 2opt times:	9659
debug:After 2opt Total Distance:	5736
debug:Remaining 2opt times:	9658
debug:After 2opt Total Distance:	5736
debug:Remaining 2opt times:	9657
debug:After 2opt Total Distance:	5736
debug:Remaining 2opt times:	9656
debug:After 2opt Total Distance:	5736
debug:Remaining 2opt times:	9655
debug:After 2opt Total Distance:	5736
debug:Remaining 2opt times:	9654
debug:After 2opt Total Distance:	5735
debug:Remaining 2opt times:	9653
debug:After 2opt Total Distance:	5735
debug:Remaining 2opt times:	9652
debug:After 2opt Total Distance:	5735
debug:Remaining 2opt times:	9651
debug:After 2opt Total Distance:	5735
debug:Remaining 2opt times:	9650
debug:After 2opt Total Distance:	5735
debug:Remaining 2opt times:	9649
debug:After 2opt Total Distance:	5733
debug:Remaining 2opt times:	9648
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9647
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9646
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9645
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9644
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9643
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9642
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9641
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9640
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9639
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9638
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9637
debug:After 2opt Total Distance:	5730
debug:Remaining 2opt times:	9636
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9635
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9634
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9633
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9632
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9631
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9630
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9629
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9628
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9627
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9626
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9625
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9624
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9623
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9622
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9621
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9620
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9619
debug:After 2opt Total Distance:	5729
debug:Remaining 2opt times:	9618
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9617
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9616
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9615
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9614
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9613
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9612
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9611
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9610
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9609
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9608
debug:After 2opt Total Distance:	5720
debug:Remaining 2opt times:	9607
debug:After 2opt Total Distance:	5712
debug:Remaining 2opt times:	9606
debug:After 2opt Total Distance:	5712
debug:Remaining 2opt times:	9605
debug:After 2opt Total Distance:	5712
debug:Remaining 2opt times:	9604
debug:After 2opt Total Distance:	5712
debug:Remaining 2opt times:	9603
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9602
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9601
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9600
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9599
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9598
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9597
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9596
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9595
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9594
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9593
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9592
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9591
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9590
debug:After 2opt Total Distance:	5704
debug:Remaining 2opt times:	9589
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9588
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9587
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9586
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9585
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9584
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9583
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9582
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9581
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9580
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9579
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9578
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9577
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9576
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9575
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9574
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9573
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9572
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9571
debug:After 2opt Total Distance:	5702
debug:Remaining 2opt times:	9570
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9569
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9568
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9567
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9566
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9565
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9564
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9563
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9562
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9561
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9560
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9559
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9558
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9557
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9556
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9555
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9554
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9553
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9552
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9551
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9550
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9549
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9548
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9547
debug:After 2opt Total Distance:	5699
debug:Remaining 2opt times:	9546
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9545
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9544
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9543
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9542
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9541
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9540
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9539
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9538
debug:After 2opt Total Distance:	5697
debug:Remaining 2opt times:	9537
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9536
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9535
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9534
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9533
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9532
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9531
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9530
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9529
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9528
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9527
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9526
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9525
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9524
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9523
debug:After 2opt Total Distance:	5696
debug:Remaining 2opt times:	9522
debug:After 2opt Total Distance:	5692
debug:Remaining 2opt times:	9521
debug:After 2opt Total Distance:	5692
debug:Remaining 2opt times:	9520
debug:After 2opt Total Distance:	5692
debug:Remaining 2opt times:	9519
debug:After 2opt Total Distance:	5692
debug:Remaining 2opt times:	9518
debug:After 2opt Total Distance:	5692
debug:Remaining 2opt times:	9517
debug:After 2opt Total Distance:	5689
debug:Remaining 2opt times:	9516
debug:After 2opt Total Distance:	5689
debug:Remaining 2opt times:	9515
debug:After 2opt Total Distance:	5689
debug:Remaining 2opt times:	9514
debug:After 2opt Total Distance:	5689
debug:Remaining 2opt times:	9513
debug:After 2opt Total Distance:	5689
debug:Remaining 2opt times:	9512
debug:After 2opt Total Distance:	5689
debug:Remaining 2opt times:	9511
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9510
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9509
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9508
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9507
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9506
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9505
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9504
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9503
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9502
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9501
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9500
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9499
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9498
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9497
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9496
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9495
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9494
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9493
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9492
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9491
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9490
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9489
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9488
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9487
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9486
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9485
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9484
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9483
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9482
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9481
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9480
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9479
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9478
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9477
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9476
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9475
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9474
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9473
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9472
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9471
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9470
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9469
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9468
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9467
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9466
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9465
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9464
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9463
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9462
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9461
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9460
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9459
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9458
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9457
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9456
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9455
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9454
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9453
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9452
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9451
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9450
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9449
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9448
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9447
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9446
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9445
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9444
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9443
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9442
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9441
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9440
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9439
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9438
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9437
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9436
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9435
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9434
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9433
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9432
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9431
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9430
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9429
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9428
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9427
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9426
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9425
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9424
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9423
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9422
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9421
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9420
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9419
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9418
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9417
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9416
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9415
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9414
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9413
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9412
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9411
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9410
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9409
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9408
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9407
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9406
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9405
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9404
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9403
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9402
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9401
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9400
debug:After 2opt Total Distance:	5688
debug:Remaining 2opt times:	9399
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9398
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9397
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9396
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9395
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9394
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9393
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9392
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9391
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	9390
